id,name,subject,grade,marks,spec
12953,Mary,Mathematics,A,98,minor
12954,Subir,Physics,B,65,minor
12955,David,Mathematics,A,98,minor
12956,David,Physics,C,44,major
12957,David,Mathematics,A+,100,minor
12958,Carlos,Arts,B,65,minor
12959,David,Arts,C,44,major
12960,Carlos,Physics,C,44,major
12961,Subir,History,B,65,major
12962,John,History,C,44,major
12963,David,Biology,A,98,minor
12964,Subir,Mathematics,A+,100,minor
12965,John,Mathematics,A,98,minor
12966,David,Physics,A+,100,major
12967,Chris,Physics,A,98,major
12968,Amit,History,A,98,major
12969,Chris,Mathematics,C,44,minor
12970,Amit,Biology,A,98,minor
12971,Mary,Arts,A,98,minor
12972,Amit,Physics,B,65,major
12973,Carlos,Arts,B,65,minor
12974,John,Physics,A+,100,minor
12975,Mary,Physics,A+,100,minor
12976,Mary,Mathematics,B,65,major
12977,Subir,Mathematics,A,98,major
12978,Amit,Mathematics,A+,100,major
12979,Amit,Arts,A+,100,major
12980,Mary,Biology,B,65,minor
12981,Amit,History,A+,100,minor
12982,John,Mathematics,A+,100,minor
12983,Carlos,Arts,B,65,major
12984,Subir,History,A,98,major
12985,Subir,Physics,C,44,minor
12986,Mary,History,A+,100,minor
12987,Subir,Biology,A+,100,minor
12988,Amit,Biology,A+,100,minor
12989,Chris,Biology,C,44,major
12990,Subir,Physics,C,44,minor
12991,John,Arts,A,98,minor
12992,Mary,Arts,C,44,major
12993,Amit,History,A,98,minor
12994,John,History,A+,100,minor
12995,Mary,Arts,B,65,major
12996,Mary,Physics,C,44,minor
12997,Amit,Biology,A,98,minor
12998,David,History,C,44,major
12999,Subir,Arts,C,44,major
13000,David,Mathematics,A+,100,major
13001,Subir,Physics,A+,100,minor
13002,Subir,Arts,A+,100,major
13003,Mary,Biology,A+,100,minor
13004,Carlos,History,C,44,minor
13005,David,Mathematics,A+,100,minor
13006,Amit,Arts,A+,100,major
13007,Carlos,Physics,A+,100,major
13008,Carlos,Physics,B,65,minor
13009,Mary,Physics,B,65,major
13010,Mary,Biology,B,65,major
13011,Carlos,Physics,B,65,minor
13012,David,Biology,A,98,major
13013,John,Mathematics,C,44,minor
13014,Chris,History,A,98,major
13015,Amit,Biology,C,44,major
13016,David,Physics,C,44,major
13017,Amit,Mathematics,A,98,minor
13018,David,Biology,A,98,minor
13019,David,Physics,A+,100,major
13020,Amit,Arts,C,44,major
13021,John,Mathematics,A+,100,major
13022,Subir,Mathematics,C,44,major
13023,Amit,Arts,B,65,minor
13024,John,Mathematics,C,44,minor
13025,Carlos,Biology,A+,100,major
13026,John,Mathematics,C,44,major
13027,Carlos,History,C,44,major
13028,Mary,Biology,A,98,major
13029,Carlos,History,B,65,minor
13030,Mary,Mathematics,C,44,major
13031,Amit,Biology,A+,100,major
13032,Chris,Biology,A,98,minor
13033,Subir,Physics,A,98,major
13034,Chris,Arts,A+,100,minor
13035,Carlos,Physics,C,44,minor
13036,David,Biology,B,65,minor
13037,Subir,Mathematics,B,65,major
13038,Mary,Mathematics,C,44,major
13039,Carlos,Physics,C,44,major
13040,David,Physics,C,44,minor
13041,Amit,Arts,C,44,minor
13042,Chris,Biology,C,44,minor
13043,Mary,Physics,B,65,major
13044,Mary,History,C,44,major
13045,Amit,Physics,B,65,minor
13046,David,Biology,A,98,minor
13047,Chris,Mathematics,A,98,major
13048,Amit,History,A+,100,minor
13049,David,History,A+,100,minor
13050,John,Physics,B,65,minor
13051,John,History,B,65,major
13052,Carlos,Arts,A,98,major
13053,Amit,History,A+,100,minor
13054,Mary,History,C,44,minor
13055,Chris,Arts,C,44,major
13056,Amit,Physics,A,98,major
13057,Chris,Arts,B,65,major
13058,Subir,History,A,98,minor
13059,Amit,Arts,C,44,major
13060,Chris,Mathematics,A,98,major
13061,Carlos,Mathematics,B,65,major
13062,Subir,Biology,A+,100,major
13063,Carlos,History,A+,100,minor
13064,Amit,History,A,98,minor
13065,Chris,Biology,C,44,major
13066,John,Mathematics,A+,100,minor
13067,Amit,Arts,B,65,minor
13068,Chris,History,A,98,minor
13069,John,Biology,A,98,major
13070,Chris,Physics,C,44,minor
13071,Subir,Mathematics,A,98,major
13072,Subir,Arts,B,65,major
13073,Chris,Physics,A+,100,major
13074,Mary,Biology,A+,100,major
13075,Mary,Arts,B,65,minor
13076,Carlos,Mathematics,A,98,minor
13077,Subir,History,A,98,major
13078,David,Physics,A+,100,major
13079,Amit,History,A,98,major
13080,John,Mathematics,B,65,major
13081,David,Physics,B,65,minor
13082,David,Mathematics,A,98,minor
13083,Chris,Biology,A,98,minor
13084,Chris,Arts,C,44,minor
13085,Amit,Physics,A+,100,minor
13086,Mary,Physics,C,44,major
13087,Mary,Mathematics,A+,100,minor
13088,John,Arts,C,44,major
13089,Chris,Biology,A,98,major
13090,David,Mathematics,C,44,major
13091,John,Biology,A+,100,major
13092,Chris,Mathematics,A+,100,major
13093,Chris,Physics,C,44,minor
13094,Subir,Mathematics,C,44,major
13095,Carlos,Arts,C,44,major
13096,John,Mathematics,A+,100,minor
13097,Mary,Mathematics,A+,100,minor
13098,Carlos,Mathematics,B,65,major
13099,Carlos,Biology,A+,100,major
13100,Amit,Arts,A,98,minor
13101,John,Mathematics,C,44,major
13102,Carlos,Physics,A,98,major
13103,Carlos,Biology,B,65,minor
13104,Amit,Mathematics,A+,100,major
13105,Subir,Arts,B,65,minor
13106,David,Biology,A,98,minor
13107,Subir,Arts,A+,100,major
13108,David,Physics,A+,100,major
13109,Mary,Physics,B,65,major
13110,John,Biology,A+,100,major
13111,John,Physics,C,44,minor
13112,Carlos,History,A+,100,minor
13113,Carlos,Mathematics,A,98,minor
13114,Carlos,Arts,B,65,major
13115,David,Biology,C,44,major
13116,Carlos,History,B,65,minor
13117,Subir,History,C,44,major
13118,Subir,Mathematics,A+,100,minor
13119,Chris,Arts,B,65,minor
13120,Amit,History,A+,100,minor
13121,Amit,Arts,A,98,major
13122,Chris,History,B,65,minor
13123,Carlos,Biology,C,44,minor
13124,Mary,Arts,A+,100,minor
13125,David,Biology,A+,100,minor
13126,David,Physics,C,44,minor
13127,Mary,Physics,A,98,minor
13128,Mary,Physics,A+,100,minor
13129,Chris,Physics,C,44,minor
13130,Subir,Arts,A+,100,major
13131,John,Biology,A,98,minor
13132,Mary,Biology,C,44,minor
13133,Amit,Arts,C,44,major
13134,David,Biology,A,98,major
13135,Mary,Arts,A,98,major
13136,Subir,Biology,A,98,major
13137,Amit,Biology,B,65,major
13138,John,Physics,A+,100,major
13139,Carlos,Physics,C,44,minor
13140,John,Physics,B,65,minor
13141,Subir,Physics,C,44,minor
13142,Mary,Mathematics,A+,100,minor
13143,Carlos,Physics,C,44,minor
13144,Mary,Arts,C,44,major
13145,John,Physics,A+,100,minor
13146,Chris,Physics,B,65,major
13147,Chris,Arts,B,65,major
13148,Chris,Mathematics,B,65,minor
13149,Mary,Biology,A,98,minor
13150,Mary,Arts,A,98,major
13151,David,Biology,A+,100,minor
13152,Mary,History,B,65,major
13153,John,History,A+,100,minor
13154,David,Physics,A+,100,major
13155,Amit,Physics,A,98,minor
13156,David,History,A,98,minor
13157,David,Arts,B,65,minor
13158,Subir,Mathematics,C,44,minor
13159,Amit,Biology,B,65,major
13160,Mary,Physics,A,98,minor
13161,Subir,Arts,A+,100,major
13162,Mary,Arts,C,44,major
13163,Chris,History,A+,100,major
13164,David,Arts,A+,100,major
13165,Amit,Arts,A,98,major
13166,Chris,Physics,A,98,minor
13167,Carlos,Mathematics,C,44,major
13168,Mary,Biology,B,65,major
13169,David,Physics,B,65,minor
13170,Amit,Mathematics,B,65,minor
13171,John,History,B,65,major
13172,Subir,Biology,B,65,major
13173,David,History,A,98,major
13174,Subir,History,A,98,major
13175,Carlos,Mathematics,C,44,minor
13176,David,Arts,A,98,minor
13177,John,Biology,C,44,minor
13178,Carlos,Physics,C,44,minor
13179,Chris,Mathematics,A,98,major
13180,Chris,Biology,B,65,major
13181,Mary,Arts,A+,100,minor
13182,Subir,Biology,B,65,major
13183,Chris,Biology,A,98,major
13184,Mary,Physics,A,98,major
13185,Subir,Biology,C,44,minor
13186,Mary,Physics,B,65,minor
13187,Subir,Mathematics,B,65,major
13188,David,Arts,B,65,major
13189,Chris,History,A,98,major
13190,Carlos,Arts,B,65,major
13191,Subir,Mathematics,A+,100,major
13192,David,Mathematics,A+,100,minor
13193,John,Mathematics,C,44,minor
13194,Subir,Mathematics,B,65,minor
13195,Mary,Biology,A+,100,minor
13196,Mary,Physics,B,65,minor
13197,Amit,Arts,C,44,major
13198,John,Mathematics,A,98,major
13199,John,History,C,44,major
13200,David,Biology,B,65,minor
13201,John,History,A,98,major
13202,Subir,History,A,98,minor
13203,Subir,Arts,B,65,major
13204,Chris,Physics,B,65,minor
13205,Carlos,Biology,C,44,minor
13206,Amit,Biology,A+,100,minor
13207,Subir,History,A+,100,minor
13208,David,Physics,C,44,major
13209,John,Physics,B,65,major
13210,Subir,Physics,C,44,minor
13211,David,Arts,B,65,minor
13212,Carlos,Physics,A,98,minor
13213,Chris,Mathematics,A,98,major
13214,John,Arts,A,98,major
13215,Subir,Mathematics,A,98,major
13216,Chris,Biology,A,98,major
13217,Chris,History,B,65,major
13218,David,Biology,A+,100,minor
13219,Subir,Arts,B,65,minor
13220,Chris,Biology,A,98,minor
13221,Mary,Biology,A,98,minor
13222,John,Arts,A+,100,minor
13223,Subir,Mathematics,A,98,minor
13224,John,Biology,A+,100,minor
13225,David,Arts,A+,100,major
13226,Carlos,Arts,B,65,major
13227,Mary,History,C,44,minor
13228,John,Arts,B,65,minor
13229,John,Mathematics,C,44,major
13230,Mary,Arts,C,44,major
13231,Carlos,Mathematics,B,65,minor
13232,John,Biology,A+,100,major
13233,John,History,A,98,minor
13234,John,History,A,98,major
13235,Subir,Physics,C,44,minor
13236,Amit,Biology,A,98,minor
13237,Carlos,Physics,C,44,minor
13238,Carlos,Biology,A+,100,major
13239,Mary,Mathematics,A,98,major
13240,Amit,History,A+,100,minor
13241,Chris,Biology,A+,100,major
13242,Amit,Mathematics,B,65,major
13243,Amit,Physics,C,44,minor
13244,Mary,Arts,B,65,minor
13245,Subir,History,B,65,major
13246,David,Arts,A+,100,major
13247,Chris,History,A,98,major
13248,Carlos,History,A+,100,minor
13249,Subir,Arts,A,98,minor
13250,Carlos,Biology,B,65,minor
13251,Carlos,Biology,B,65,major
13252,John,Biology,A,98,minor
13253,Carlos,Physics,A+,100,major
13254,Amit,Arts,C,44,minor
13255,Amit,Mathematics,A,98,minor
13256,Mary,Biology,A,98,minor
13257,Subir,Mathematics,A+,100,minor
13258,Carlos,Mathematics,B,65,major
13259,Mary,Mathematics,A,98,minor
13260,Mary,Biology,B,65,major
13261,John,Biology,B,65,major
13262,Chris,Biology,B,65,major
13263,Subir,Arts,A+,100,major
13264,Carlos,Biology,B,65,major
13265,Chris,Arts,A+,100,minor
13266,Carlos,Arts,A+,100,major
13267,David,Arts,C,44,major
13268,Carlos,History,C,44,minor
13269,John,Biology,A+,100,minor
13270,Carlos,Arts,B,65,minor
13271,Chris,History,B,65,minor
13272,Subir,Arts,A+,100,minor
13273,David,History,B,65,major
13274,David,Physics,C,44,major
13275,Chris,Biology,B,65,minor
13276,Amit,History,B,65,major
13277,Chris,Mathematics,C,44,minor
13278,Carlos,Physics,B,65,minor
13279,John,Arts,B,65,major
13280,Carlos,History,B,65,major
13281,Mary,Biology,A,98,major
13282,Amit,Arts,A+,100,major
13283,David,Arts,B,65,major
13284,Subir,Mathematics,A,98,major
13285,Amit,History,A+,100,major
13286,Subir,History,A,98,major
13287,John,Arts,A,98,minor
13288,David,Physics,A,98,major
13289,Chris,Biology,B,65,minor
13290,John,Mathematics,A+,100,major
13291,Subir,Biology,A+,100,major
13292,Chris,Physics,A+,100,minor
13293,Subir,Mathematics,A+,100,minor
13294,Chris,Physics,B,65,minor
13295,Chris,Arts,B,65,major
13296,John,History,A,98,major
13297,Chris,Physics,C,44,minor
13298,Mary,Arts,A,98,minor
13299,Mary,Arts,A,98,minor
13300,Subir,Arts,A+,100,minor
13301,David,History,C,44,major
13302,Amit,History,A,98,minor
13303,Chris,History,A,98,major
13304,Subir,Mathematics,A+,100,minor
13305,Mary,Physics,B,65,minor
13306,Mary,Biology,A+,100,minor
13307,Mary,Arts,A+,100,minor
13308,Mary,Arts,C,44,major
13309,John,History,B,65,minor
13310,David,Mathematics,A+,100,major
13311,Mary,Arts,C,44,minor
13312,John,History,B,65,minor
13313,Mary,Physics,A,98,minor
13314,Mary,Arts,A+,100,major
13315,Subir,History,B,65,minor
13316,David,Physics,A,98,major
13317,John,Biology,A+,100,minor
13318,Amit,Physics,B,65,minor
13319,Carlos,History,B,65,minor
13320,Carlos,Arts,A,98,major
13321,Amit,Arts,C,44,minor
13322,Amit,Arts,A,98,minor
13323,John,Biology,B,65,minor
13324,Carlos,History,A,98,major
13325,Mary,History,A,98,minor
13326,Amit,Physics,C,44,major
13327,Carlos,Biology,C,44,minor
13328,Carlos,Physics,B,65,minor
13329,Carlos,Physics,A,98,major
13330,Subir,Physics,B,65,minor
13331,John,Biology,B,65,major
13332,Chris,History,A+,100,minor
13333,Mary,Mathematics,A,98,major
13334,Carlos,Physics,A,98,major
13335,Amit,Biology,A+,100,minor
13336,John,Physics,A+,100,minor
13337,Amit,Physics,A+,100,major
13338,Mary,History,A,98,major
13339,Chris,Arts,A+,100,major
13340,Mary,History,B,65,major
13341,Amit,Arts,C,44,minor
13342,John,Mathematics,C,44,minor
13343,Chris,History,C,44,major
13344,Amit,Mathematics,B,65,minor
13345,Carlos,Mathematics,A+,100,minor
13346,Mary,Biology,A+,100,minor
13347,Carlos,Physics,C,44,minor
13348,Chris,Physics,B,65,major
13349,David,Arts,B,65,major
13350,Mary,History,A+,100,minor
13351,Amit,Arts,B,65,minor
13352,Chris,Mathematics,A+,100,minor
13353,John,Biology,C,44,major
13354,Mary,History,C,44,major
13355,Chris,Physics,A,98,minor
13356,John,Mathematics,B,65,major
13357,Subir,Mathematics,A,98,minor
13358,John,Arts,A,98,minor
13359,David,Mathematics,A,98,major
13360,Amit,Biology,A+,100,major
13361,Subir,Physics,B,65,minor
13362,David,Biology,A,98,major
13363,Mary,Arts,C,44,minor
13364,Mary,Physics,A,98,major
13365,Carlos,Physics,A,98,minor
13366,Mary,History,B,65,major
13367,David,Arts,B,65,major
13368,Mary,Mathematics,A,98,minor
13369,Carlos,History,A,98,major
13370,Amit,Mathematics,B,65,minor
13371,Carlos,Physics,A+,100,minor
13372,Subir,History,C,44,minor
13373,David,Biology,C,44,major
13374,Carlos,Arts,A+,100,minor
13375,Chris,Physics,B,65,minor
13376,Chris,History,B,65,major
13377,David,Arts,C,44,major
13378,David,Mathematics,C,44,major
13379,David,History,A,98,minor
13380,John,Arts,A+,100,minor
13381,John,Physics,B,65,major
13382,Amit,Biology,A+,100,major
13383,David,History,C,44,minor
13384,Chris,Mathematics,A+,100,major
13385,Amit,Arts,C,44,major
13386,John,Physics,C,44,minor
13387,David,History,B,65,major
13388,David,Mathematics,A,98,minor
13389,Chris,History,C,44,major
13390,Amit,Mathematics,B,65,minor
13391,Mary,Biology,B,65,minor
13392,Mary,Biology,C,44,minor
13393,Chris,Physics,C,44,major
13394,Subir,Biology,A+,100,minor
13395,Subir,Physics,C,44,minor
13396,Subir,Arts,A+,100,major
13397,Mary,Biology,A,98,minor
13398,Amit,Physics,A+,100,major
13399,Subir,Arts,B,65,minor
13400,Carlos,Arts,B,65,minor
13401,John,Biology,A,98,major
13402,Mary,History,C,44,major
13403,David,History,A+,100,major
13404,Amit,Mathematics,A+,100,major
13405,Chris,Biology,C,44,major
13406,Subir,Arts,B,65,minor
13407,David,Physics,A,98,major
13408,Carlos,Arts,A,98,minor
13409,Mary,Physics,A+,100,minor
13410,John,Mathematics,B,65,minor
13411,Carlos,Physics,C,44,major
13412,Subir,Physics,A+,100,major
13413,Amit,Biology,B,65,minor
13414,Carlos,Mathematics,A,98,minor
13415,Carlos,Physics,C,44,minor
13416,Chris,Physics,C,44,major
13417,Amit,Physics,A+,100,major
13418,Subir,Physics,C,44,major
13419,John,Physics,A,98,major
13420,Subir,Biology,A+,100,minor
13421,David,Biology,C,44,minor
13422,Subir,Biology,B,65,minor
13423,John,Physics,A,98,minor
13424,Carlos,History,A,98,major
13425,Mary,History,A+,100,major
13426,Mary,Physics,C,44,minor
13427,Amit,Biology,C,44,minor
13428,Chris,Mathematics,B,65,minor
13429,Carlos,History,B,65,minor
13430,Amit,Mathematics,C,44,minor
13431,Chris,History,C,44,minor
13432,Amit,Mathematics,A,98,minor
13433,Chris,Arts,C,44,major
13434,Mary,History,A,98,minor
13435,Chris,Biology,C,44,major
13436,John,History,B,65,major
13437,Mary,History,A+,100,minor
13438,David,Arts,A,98,major
13439,Chris,Arts,A,98,minor
13440,David,Arts,A+,100,minor
13441,Subir,History,A,98,major
13442,John,Physics,B,65,minor
13443,Chris,Biology,C,44,major
13444,John,Mathematics,C,44,major
13445,Amit,History,A,98,major
13446,Chris,History,B,65,major
13447,John,History,A,98,minor
13448,Subir,History,A+,100,major
13449,David,Biology,A,98,minor
13450,Chris,Physics,A+,100,major
13451,Carlos,History,A,98,minor
13452,Amit,Physics,C,44,minor
13453,Subir,Biology,A+,100,major
13454,Carlos,Mathematics,A,98,major
13455,Amit,Arts,A,98,minor
13456,Amit,History,A+,100,major
13457,John,History,A+,100,major
13458,Carlos,Arts,A+,100,minor
13459,Chris,Physics,A+,100,minor
13460,Chris,Biology,A,98,minor
13461,Mary,History,A,98,major
13462,Amit,Arts,B,65,major
13463,Chris,Biology,B,65,minor
13464,Carlos,Mathematics,C,44,minor
13465,Mary,Mathematics,C,44,major
13466,John,Physics,C,44,major
13467,Amit,Mathematics,B,65,major
13468,David,Arts,C,44,minor
13469,Amit,Biology,A,98,major
13470,Chris,Mathematics,A,98,minor
13471,Amit,Mathematics,B,65,major
13472,Subir,History,A,98,major
13473,Chris,Mathematics,A,98,major
13474,Carlos,Biology,A+,100,major
13475,Amit,Biology,A,98,major
13476,Mary,Arts,A+,100,minor
13477,Subir,Biology,A+,100,minor
13478,David,History,C,44,minor
13479,Mary,Physics,A,98,major
13480,Subir,Biology,C,44,minor
13481,John,History,A+,100,minor
13482,Amit,Physics,C,44,minor
13483,Chris,Biology,B,65,major
13484,John,Arts,A,98,minor
13485,Mary,Physics,B,65,major
13486,Amit,Biology,A+,100,minor
13487,Subir,Physics,C,44,minor
13488,Subir,Physics,A+,100,minor
13489,Mary,Physics,A+,100,major
13490,John,Arts,B,65,minor
13491,David,Arts,B,65,major
13492,Mary,Physics,B,65,major
13493,John,Mathematics,C,44,major
13494,Mary,Physics,B,65,major
13495,Chris,Physics,C,44,minor
13496,Carlos,Biology,A+,100,major
13497,Mary,History,C,44,major
13498,Carlos,Arts,A,98,major
13499,Amit,Biology,B,65,minor
13500,John,History,A,98,major
13501,Carlos,History,C,44,major
13502,David,Physics,A+,100,major
13503,David,Physics,B,65,minor
13504,David,Physics,A,98,major
13505,Mary,Biology,C,44,major
13506,David,Mathematics,B,65,minor
13507,Subir,Biology,A+,100,minor
13508,Chris,History,A,98,major
13509,Mary,Physics,C,44,major
13510,Subir,Biology,A+,100,major
13511,David,History,C,44,minor
13512,Mary,Arts,A+,100,minor
13513,Chris,Arts,A+,100,minor
13514,John,History,A+,100,minor
13515,Chris,Physics,B,65,minor
13516,John,Arts,C,44,major
13517,Amit,Arts,C,44,minor
13518,John,History,C,44,major
13519,Subir,History,C,44,minor
13520,Carlos,Physics,B,65,major
13521,Amit,Physics,A,98,minor
13522,Chris,Mathematics,A,98,minor
13523,Amit,Biology,A,98,minor
13524,John,History,A,98,minor
13525,Mary,History,A+,100,minor
13526,Subir,History,C,44,minor
13527,David,Arts,C,44,major
13528,Amit,Physics,A+,100,minor
13529,Subir,Biology,A,98,major
13530,Chris,Arts,C,44,minor
13531,John,Physics,B,65,major
13532,John,Mathematics,A+,100,minor
13533,Chris,Mathematics,A+,100,major
13534,Mary,Arts,B,65,major
13535,John,History,B,65,major
13536,Chris,Mathematics,A,98,major
13537,John,Physics,C,44,minor
13538,David,Arts,C,44,major
13539,Amit,History,A,98,minor
13540,David,Arts,A,98,minor
13541,Amit,Physics,C,44,minor
13542,David,Physics,B,65,major
13543,David,Biology,B,65,major
13544,John,Arts,C,44,major
13545,John,Arts,A+,100,major
13546,Chris,Arts,A,98,major
13547,David,Biology,B,65,major
13548,John,Physics,A+,100,major
13549,John,Biology,C,44,major
13550,David,Mathematics,A,98,minor
13551,Amit,Mathematics,A,98,minor
13552,John,Arts,A,98,minor
13553,David,Mathematics,A+,100,minor
13554,David,Biology,A+,100,major
13555,David,History,B,65,major
13556,Chris,Biology,A,98,minor
13557,Mary,Physics,B,65,major
13558,Amit,History,B,65,minor
13559,Carlos,Physics,A,98,minor
13560,John,Physics,C,44,minor
13561,Subir,Mathematics,C,44,minor
13562,David,Mathematics,A,98,minor
13563,Carlos,Physics,A,98,major
13564,David,Mathematics,C,44,minor
13565,Amit,Mathematics,A,98,major
13566,Carlos,Physics,B,65,minor
13567,Amit,Mathematics,B,65,major
13568,Mary,Mathematics,C,44,minor
13569,Subir,Arts,A+,100,minor
13570,Chris,Arts,A+,100,major
13571,Mary,History,A,98,minor
13572,Carlos,Biology,C,44,minor
13573,Chris,Arts,A,98,minor
13574,Mary,History,A+,100,major
13575,Subir,Arts,A,98,major
13576,Carlos,Physics,B,65,major
13577,David,History,C,44,major
